Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,15.262967109680176,15.262967109680176,14.999812126159668,15.05244255065918,14.286643981933594,581754
2020-01-03,15.05244255065918,15.05244255065918,14.736658096313477,14.736658096313477,13.98692512512207,972336
2020-01-06,14.736658096313477,14.736658096313477,14.3156099319458,14.473503112792969,13.73715877532959,822243
2020-01-07,14.578764915466309,14.578764915466309,14.262978553771973,14.368241310119629,13.637251853942871,640593
2020-01-08,14.262978553771973,14.368241310119629,13.94719409942627,13.94719409942627,13.237625122070312,1047388
2020-01-09,14.52613353729248,14.631396293640137,14.42087173461914,14.42087173461914,13.687204360961914,1314822
2020-01-10,14.578764915466309,14.578764915466309,14.368241310119629,14.42087173461914,13.687204360961914,328226
2020-01-13,14.52613353729248,14.52613353729248,14.368241310119629,14.368241310119629,13.637251853942871,508930
2020-01-14,14.473503112792969,14.52613353729248,14.3156099319458,14.3156099319458,13.587298393249512,336079
2020-01-15,14.3156099319458,14.368241310119629,14.3156099319458,14.3156099319458,13.587298393249512,291434
2020-01-16,14.42087173461914,14.42087173461914,14.157716751098633,14.157716751098633,13.437438011169434,658594
2020-01-17,14.262978553771973,14.262978553771973,14.105086326599121,14.157716751098633,13.437438011169434,433208
2020-01-20,14.262978553771973,14.368241310119629,14.210348129272461,14.368241310119629,13.637251853942871,551367
2020-01-30,13.684039115905762,13.84193229675293,13.157730102539062,13.210360527038574,12.538278579711914,1553273
2020-01-31,13.368253707885742,13.631407737731934,13.157730102539062,13.473514556884766,12.788044929504395,498224
2020-02-03,12.947205543518066,12.999836921691895,12.684052467346191,12.999836921691895,12.338465690612793,414400
2020-02-04,14.473503112792969,14.473503112792969,13.210360527038574,13.210360527038574,12.538278579711914,356572
2020-02-05,13.262991905212402,13.368253707885742,13.210360527038574,13.262991905212402,12.588232040405273,256901
2020-02-06,13.31562328338623,13.42088508605957,13.262991905212402,13.368253707885742,12.688138961791992,331661
2020-02-07,13.368253707885742,13.368253707885742,13.052468299865723,13.157730102539062,12.488326072692871,265531
2020-02-10,13.157730102539062,13.42088508605957,12.947205543518066,13.262991905212402,12.588232040405273,525383
2020-02-11,13.157730102539062,13.368253707885742,13.157730102539062,13.157730102539062,12.488326072692871,172340
2020-02-12,13.157730102539062,13.31562328338623,13.157730102539062,13.210360527038574,12.538278579711914,202565
2020-02-13,13.210360527038574,13.31562328338623,13.210360527038574,13.210360527038574,12.538278579711914,155137
2020-02-14,13.210360527038574,13.31562328338623,13.210360527038574,13.262991905212402,12.588232040405273,159467
2020-02-17,13.262991905212402,13.262991905212402,13.105098724365234,13.157730102539062,12.488326072692871,247303
2020-02-18,13.105098724365234,13.157730102539062,12.999836921691895,13.105098724365234,12.438371658325195,306547
2020-02-19,13.157730102539062,13.210360527038574,13.105098724365234,13.210360527038574,12.538278579711914,276462
2020-02-20,13.210360527038574,13.262991905212402,13.105098724365234,13.157730102539062,12.488326072692871,207116
2020-02-21,13.105098724365234,13.210360527038574,13.105098724365234,13.105098724365234,12.438371658325195,164941
2020-02-24,13.052468299865723,13.157730102539062,12.999836921691895,13.105098724365234,12.438371658325195,280507
2020-02-25,12.999836921691895,13.157730102539062,12.894575119018555,13.105098724365234,12.438371658325195,212824
2020-02-26,13.052468299865723,13.210360527038574,13.052468299865723,13.105098724365234,12.438371658325195,134922
2020-02-27,13.105098724365234,13.473514556884766,13.052468299865723,13.210360527038574,12.538278579711914,990086
2020-03-02,13.157730102539062,13.157730102539062,12.841943740844727,12.894575119018555,12.238558769226074,634625
2020-03-03,13.105098724365234,13.105098724365234,12.947205543518066,12.947205543518066,12.288511276245117,225214
2020-03-04,12.947205543518066,12.999836921691895,12.841943740844727,12.947205543518066,12.288511276245117,244169
2020-03-05,13.052468299865723,13.105098724365234,12.947205543518066,12.999836921691895,12.338465690612793,146307
2020-03-06,12.999836921691895,12.999836921691895,12.894575119018555,12.947205543518066,12.288511276245117,228961
2020-03-09,12.947205543518066,12.947205543518066,12.631421089172363,12.631421089172363,11.98879337310791,723320
2020-03-10,12.526159286499023,12.736682891845703,12.368266105651855,12.736682891845703,12.088699340820312,540272
2020-03-11,12.736682891845703,12.789313316345215,12.578789710998535,12.578789710998535,11.938838958740234,304969
2020-03-12,12.420896530151367,12.526159286499023,11.368279457092285,11.473540306091309,10.889820098876953,1703889
2020-03-13,10.42092227935791,10.49460506439209,10.326186180114746,10.42092227935791,9.890753746032715,2304395
2020-03-16,10.42092227935791,10.441973686218262,9.49461841583252,9.526195526123047,9.041546821594238,1358314
2020-03-17,8.599891662597656,9.168306350708008,8.599891662597656,8.631470680236816,8.192341804504395,1285719
2020-03-18,8.631470680236816,8.93673038482666,8.631470680236816,8.820941925048828,8.372173309326172,1090471
2020-03-19,8.610418319702148,8.610418319702148,7.947268962860107,7.978847026824951,7.572920322418213,1391827
2020-03-20,8.073582649230957,8.5156831741333,8.063056945800781,8.420947074890137,7.992528438568115,1076021
2020-03-23,7.7367448806762695,8.157792091369629,7.726219177246094,7.968320846557617,7.562929630279541,388428
2020-03-24,7.978847026824951,8.526208877563477,7.978847026824951,8.357789993286133,7.932584285736084,411838
2020-03-25,8.536734580993652,8.73673152923584,8.473578453063965,8.55778694152832,8.122406005859375,867137
2020-03-26,8.610418319702148,8.66304874420166,8.347264289855957,8.620944023132324,8.182350158691406,512244
2020-03-27,8.684102058410645,8.73673152923584,8.494629859924316,8.5156831741333,8.08244514465332,551549
2020-03-30,8.420947074890137,8.505155563354492,7.999899864196777,8.420947074890137,7.992528438568115,450811
2020-03-31,8.578840255737305,8.578840255737305,8.420947074890137,8.473578453063965,8.042482376098633,373418
2020-04-01,8.473578453063965,8.568313598632812,8.3788423538208,8.473578453063965,8.042482376098633,233708
2020-04-06,8.5156831741333,8.873573303222656,8.5156831741333,8.778837203979492,8.332210540771484,651520
2020-04-07,8.841994285583496,8.96830940246582,8.841994285583496,8.957781791687012,8.50205135345459,583166
2020-04-08,8.999887466430664,9.852507591247559,8.999887466430664,9.852507591247559,9.35125732421875,1132166
2020-04-09,10.231451034545898,10.789338111877441,9.947243690490723,10.789338111877441,10.240427017211914,2092403
2020-04-10,10.73670768737793,10.73670768737793,10.273554801940918,10.52618408203125,9.990660667419434,965516
2020-04-13,10.484079360961914,10.484079360961914,10.273554801940918,10.273554801940918,9.750884056091309,817682
2020-04-14,10.263029098510742,10.42092227935791,10.210397720336914,10.399869918823242,9.870772361755371,366769
2020-04-15,10.399869918823242,10.52618408203125,10.357765197753906,10.410395622253418,9.880763053894043,426850
2020-04-16,10.410395622253418,10.410395622253418,10.210397720336914,10.305133819580078,9.780856132507324,337984
